id,reaction,rheaID,reducing_agent,substrates,products,participants,chebis
A2QTW5,benzoate + O2 + reduced [NADPH--hemoprotein reductase] = 4-hydroxybenzoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:18033,reduced [NADPH--hemoprotein reductase],['benzoate'],['4-hydroxybenzoate'],"['benzoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '4-hydroxybenzoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:16150', 'CHEBI:17879', 'CHEBI:57618', 'CHEBI:58210']"
A8WGA0,"all-trans-retinol + 2 H(+) + O2 + 2 reduced [adrenodoxin] = all-trans-3,4-didehydroretinol + 2 H2O + 2 oxidized [adrenodoxin]",RHEA:50292,2 reduced [adrenodoxin],['all-trans-retinol'],"['all-trans-3,4-didehydroretinol']","['all-trans-retinol', '2 H(+)', 'O2', '2 reduced [adrenodoxin]', 'all-trans-3,4-didehydroretinol', '2 H2O', '2 oxidized [adrenodoxin]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:17336', 'CHEBI:33737', 'CHEBI:33738', 'CHEBI:132246']"
A9QNE7,2-cis-(+)-abscisate + O2 + reduced [NADPH--hemoprotein reductase] = (+)-8'-hydroxyabscisate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:12897,reduced [NADPH--hemoprotein reductase],['2-cis-(+)-abscisate'],"[""(+)-8'-hydroxyabscisate""]","['2-cis-(+)-abscisate', 'O2', 'reduced [NADPH--hemoprotein reductase]', ""(+)-8'-hydroxyabscisate"", 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:37569', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:58490']"
B1NF19,(S)-cheilanthifoline + O2 + reduced [NADPH--hemoprotein reductase] = (S)-stylopine + H(+) + 2 H2O + oxidized [NADPH--hemoprotein reductase],RHEA:13773,reduced [NADPH--hemoprotein reductase],['(S)-cheilanthifoline'],['(S)-stylopine'],"['(S)-cheilanthifoline', 'O2', 'reduced [NADPH--hemoprotein reductase]', '(S)-stylopine', 'H(+)', '2 H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:16233', 'CHEBI:18285', 'CHEBI:57618', 'CHEBI:58210']"
B1NF19,(S)-tetrahydrocolumbamine + O2 + reduced [NADPH--hemoprotein reductase] = (S)-canadine + H(+) + 2 H2O + oxidized [NADPH--hemoprotein reductase],RHEA:21456,reduced [NADPH--hemoprotein reductase],['(S)-tetrahydrocolumbamine'],['(S)-canadine'],"['(S)-tetrahydrocolumbamine', 'O2', 'reduced [NADPH--hemoprotein reductase]', '(S)-canadine', 'H(+)', '2 H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:16592', 'CHEBI:17772', 'CHEBI:57618', 'CHEBI:58210']"
B1NF19,(S)-scoulerine + O2 + reduced [NADPH--hemoprotein reductase] = (S)-nandinine + H(+) + 2 H2O + oxidized [NADPH--hemoprotein reductase],RHEA:50364,reduced [NADPH--hemoprotein reductase],['(S)-scoulerine'],['(S)-nandinine'],"['(S)-scoulerine', 'O2', 'reduced [NADPH--hemoprotein reductase]', '(S)-nandinine', 'H(+)', '2 H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:17129', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:132749']"
B8QHP1,an omega-methyl-long-chain fatty acid + O2 + reduced [NADPH--hemoprotein reductase] = an omega-hydroxy-long-chain fatty acid + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:56748,reduced [NADPH--hemoprotein reductase],['an omega-methyl-long-chain fatty acid'],['an omega-hydroxy-long-chain fatty acid'],"['an omega-methyl-long-chain fatty acid', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'an omega-hydroxy-long-chain fatty acid', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:140991', 'CHEBI:140992']"
B8QHP1,an (omega-1)-ethyl fatty acid + O2 + reduced [NADPH--hemoprotein reductase] = an (omega-1)-hydroxy-long-chain fatty acid + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:60936,reduced [NADPH--hemoprotein reductase],['an (omega-1)-ethyl fatty acid'],['an (omega-1)-hydroxy-long-chain fatty acid'],"['an (omega-1)-ethyl fatty acid', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'an (omega-1)-hydroxy-long-chain fatty acid', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:84493', 'CHEBI:144045']"
B8QHP1,(9Z)-octadecenoate + O2 + reduced [NADPH--hemoprotein reductase] = 18-hydroxy-(9Z)-octadecenoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:41728,reduced [NADPH--hemoprotein reductase],['(9Z)-octadecenoate'],['18-hydroxy-(9Z)-octadecenoate'],"['(9Z)-octadecenoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '18-hydroxy-(9Z)-octadecenoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:30823', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:78424']"
B8QHP1,(9Z)-octadecenoate + O2 + reduced [NADPH--hemoprotein reductase] = 17-hydroxy-(9Z)-octadecenoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:60928,reduced [NADPH--hemoprotein reductase],['(9Z)-octadecenoate'],['17-hydroxy-(9Z)-octadecenoate'],"['(9Z)-octadecenoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '17-hydroxy-(9Z)-octadecenoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:30823', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:144040']"
B8QHP1,"(9Z,12Z)-octadecadienoate + O2 + reduced [NADPH--hemoprotein reductase] = 18-hydroxy-(9Z,12Z)-octadecadienoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:60580,reduced [NADPH--hemoprotein reductase],"['(9Z,12Z)-octadecadienoate']","['18-hydroxy-(9Z,12Z)-octadecadienoate']","['(9Z,12Z)-octadecadienoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '18-hydroxy-(9Z,12Z)-octadecadienoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:30245', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:132029']"
B8QHP1,"(9Z,12Z)-octadecadienoate + O2 + reduced [NADPH--hemoprotein reductase] = 17-hydroxy-(9Z,12Z)-octadecadienoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:60932,reduced [NADPH--hemoprotein reductase],"['(9Z,12Z)-octadecadienoate']","['17-hydroxy-(9Z,12Z)-octadecadienoate']","['(9Z,12Z)-octadecadienoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '17-hydroxy-(9Z,12Z)-octadecadienoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:30245', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:144041']"
B8QHP1,hexadecanoate + O2 + reduced [NADPH--hemoprotein reductase] = 16-hydroxyhexadecanoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:40199,reduced [NADPH--hemoprotein reductase],['hexadecanoate'],['16-hydroxyhexadecanoate'],"['hexadecanoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '16-hydroxyhexadecanoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:7896', 'CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:55329', 'CHEBI:57618', 'CHEBI:58210']"
B8QHP1,(9Z)-hexadecenoate + O2 + reduced [NADPH--hemoprotein reductase] = (9Z)-16-hydroxyhexadec-9-enoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:60940,reduced [NADPH--hemoprotein reductase],['(9Z)-hexadecenoate'],['(9Z)-16-hydroxyhexadec-9-enoate'],"['(9Z)-hexadecenoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '(9Z)-16-hydroxyhexadec-9-enoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:32372', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:144048']"
B8QHP1,O2 + octadecanoate + reduced [NADPH--hemoprotein reductase] = 18-hydroxyoctadecanoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:46356,reduced [NADPH--hemoprotein reductase],['octadecanoate'],['18-hydroxyoctadecanoate'],"['O2', 'octadecanoate', 'reduced [NADPH--hemoprotein reductase]', '18-hydroxyoctadecanoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:25629', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:86046']"
B9DFU2,,,,,,,
C4B644,"5beta-cholestane-3alpha,7alpha,12alpha-triol + 5 H(+) + 3 O2 + 6 reduced [adrenodoxin] = (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oate + 4 H2O + 6 oxidized [adrenodoxin]",RHEA:34631,6 reduced [adrenodoxin],"['5beta-cholestane-3alpha,7alpha,12alpha-triol']","['(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oate']","['5beta-cholestane-3alpha,7alpha,12alpha-triol', '5 H(+)', '3 O2', '6 reduced [adrenodoxin]', '(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oate', '4 H2O', '6 oxidized [adrenodoxin]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:16496', 'CHEBI:33737', 'CHEBI:33738', 'CHEBI:58734']"
E1BHJ4,all-trans-retinoate + O2 + reduced [NADPH--hemoprotein reductase] = all-trans-4-hydroxyretinoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:51984,reduced [NADPH--hemoprotein reductase],['all-trans-retinoate'],['all-trans-4-hydroxyretinoate'],"['all-trans-retinoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'all-trans-4-hydroxyretinoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:35291', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:134178']"
E9Q5K4,"(5Z,8Z,11Z,14Z)-eicosatetraenoate + O2 + reduced [NADPH--hemoprotein reductase] = (8R,9S)-epoxy-(5Z,11Z,14Z)-eicosatrienoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:49884,reduced [NADPH--hemoprotein reductase],"['(5Z,8Z,11Z,14Z)-eicosatetraenoate']","['(8R,9S)-epoxy-(5Z,11Z,14Z)-eicosatrienoate']","['(5Z,8Z,11Z,14Z)-eicosatetraenoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '(8R,9S)-epoxy-(5Z,11Z,14Z)-eicosatrienoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:32395', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:131975']"
E9Q5K4,"(5Z,8Z,11Z,14Z)-eicosatetraenoate + O2 + reduced [NADPH--hemoprotein reductase] = (11R,12S)-epoxy-(5Z,8Z,14Z)-eicosatrienoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:49880,reduced [NADPH--hemoprotein reductase],"['(5Z,8Z,11Z,14Z)-eicosatetraenoate']","['(11R,12S)-epoxy-(5Z,8Z,14Z)-eicosatrienoate']","['(5Z,8Z,11Z,14Z)-eicosatetraenoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '(11R,12S)-epoxy-(5Z,8Z,14Z)-eicosatrienoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:32395', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:131970']"
E9Q5K4,"(5Z,8Z,11Z,14Z)-eicosatetraenoate + O2 + reduced [NADPH--hemoprotein reductase] = 14,15-epoxy-(5Z,8Z,11Z)-eicosatrienoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:51472,reduced [NADPH--hemoprotein reductase],"['(5Z,8Z,11Z,14Z)-eicosatetraenoate']","['14,15-epoxy-(5Z,8Z,11Z)-eicosatrienoate']","['(5Z,8Z,11Z,14Z)-eicosatetraenoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '14,15-epoxy-(5Z,8Z,11Z)-eicosatrienoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:32395', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:84024']"
E9Q5K4,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate + O2 + reduced [NADPH--hemoprotein reductase] = 8,9-epoxy-(5Z,11Z,14Z,17Z)-eicosatetraenoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:52168,reduced [NADPH--hemoprotein reductase],"['(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate']","['8,9-epoxy-(5Z,11Z,14Z,17Z)-eicosatetraenoate']","['(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '8,9-epoxy-(5Z,11Z,14Z,17Z)-eicosatetraenoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:58562', 'CHEBI:136439']"
E9Q5K4,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate + O2 + reduced [NADPH--hemoprotein reductase] = 11,12-epoxy-(5Z,8Z,14Z,17Z)-eicosatetraenoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:52172,reduced [NADPH--hemoprotein reductase],"['(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate']","['11,12-epoxy-(5Z,8Z,14Z,17Z)-eicosatetraenoate']","['(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '11,12-epoxy-(5Z,8Z,14Z,17Z)-eicosatetraenoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:58562', 'CHEBI:136441']"
E9Q5K4,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate + O2 + reduced [NADPH--hemoprotein reductase] = 14,15-epoxy-(5Z,8Z,11Z,17Z)-eicosatetraenoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:52176,reduced [NADPH--hemoprotein reductase],"['(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate']","['14,15-epoxy-(5Z,8Z,11Z,17Z)-eicosatetraenoate']","['(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '14,15-epoxy-(5Z,8Z,11Z,17Z)-eicosatetraenoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:58562', 'CHEBI:136443']"
E9Q5K4,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate + O2 + reduced [NADPH--hemoprotein reductase] = (17R,18S)-epoxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:39779,reduced [NADPH--hemoprotein reductase],"['(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate']","['(17R,18S)-epoxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate']","['(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '(17R,18S)-epoxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:58562', 'CHEBI:76634']"
E9Q5K4,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate + O2 + reduced [NADPH--hemoprotein reductase] = (17S,18R)-epoxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:39783,reduced [NADPH--hemoprotein reductase],"['(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate']","['(17S,18R)-epoxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate']","['(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '(17S,18R)-epoxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:58562', 'CHEBI:76635']"
E9Q5K4,"20-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate + O2 + reduced [NADPH--hemoprotein reductase] = 20-hydroxy-8,9-epoxy-(5Z,11Z,14Z)-eicosatrienoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:64980,reduced [NADPH--hemoprotein reductase],"['20-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate']","['20-hydroxy-8,9-epoxy-(5Z,11Z,14Z)-eicosatrienoate']","['20-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '20-hydroxy-8,9-epoxy-(5Z,11Z,14Z)-eicosatrienoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:76624', 'CHEBI:137474']"
E9Q816,all-trans-retinoate + O2 + reduced [NADPH--hemoprotein reductase] = all-trans-4-hydroxyretinoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:51984,reduced [NADPH--hemoprotein reductase],['all-trans-retinoate'],['all-trans-4-hydroxyretinoate'],"['all-trans-retinoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'all-trans-4-hydroxyretinoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:35291', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:134178']"
E9Q816,1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + O2 + reduced [NADPH--hemoprotein reductase] = 1-[8-hydroxy-(9Z)-octadecenoyl]-sn-glycero-3-phosphocholine + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:50328,reduced [NADPH--hemoprotein reductase],['1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine'],['1-[8-hydroxy-(9Z)-octadecenoyl]-sn-glycero-3-phosphocholine'],"['1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine', 'O2', 'reduced [NADPH--hemoprotein reductase]', '1-[8-hydroxy-(9Z)-octadecenoyl]-sn-glycero-3-phosphocholine', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:28610', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:132285']"
E9Q816,1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + O2 + reduced [NADPH--hemoprotein reductase] = 1-[11-hydroxy-(9Z)-octadecenoyl]-sn-glycero-3-phosphocholine + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:50332,reduced [NADPH--hemoprotein reductase],['1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine'],['1-[11-hydroxy-(9Z)-octadecenoyl]-sn-glycero-3-phosphocholine'],"['1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine', 'O2', 'reduced [NADPH--hemoprotein reductase]', '1-[11-hydroxy-(9Z)-octadecenoyl]-sn-glycero-3-phosphocholine', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:28610', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:132286']"
E9Q816,"1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + O2 + reduced [NADPH--hemoprotein reductase] = 1-[(9S,10R)-epoxy-octadecanoyl]-sn-glycero-3-phosphocholine + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:50324,reduced [NADPH--hemoprotein reductase],['1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine'],"['1-[(9S,10R)-epoxy-octadecanoyl]-sn-glycero-3-phosphocholine']","['1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine', 'O2', 'reduced [NADPH--hemoprotein reductase]', '1-[(9S,10R)-epoxy-octadecanoyl]-sn-glycero-3-phosphocholine', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:28610', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:132278']"
E9Q816,"1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + O2 + reduced [NADPH--hemoprotein reductase] = 1-[(9R,10S)-epoxy-octadecanoyl]-sn-glycero-3-phosphocholine + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:50320,reduced [NADPH--hemoprotein reductase],['1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine'],"['1-[(9R,10S)-epoxy-octadecanoyl]-sn-glycero-3-phosphocholine']","['1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine', 'O2', 'reduced [NADPH--hemoprotein reductase]', '1-[(9R,10S)-epoxy-octadecanoyl]-sn-glycero-3-phosphocholine', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:28610', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:132280']"
E9QY26,a 14alpha-methyl steroid + 3 O2 + 3 reduced [NADPH--hemoprotein reductase] = a Delta(14) steroid + formate + 4 H(+) + 4 H2O + 3 oxidized [NADPH--hemoprotein reductase],RHEA:54028,3 reduced [NADPH--hemoprotein reductase],['a 14alpha-methyl steroid'],"['a Delta(14) steroid', 'formate']","['a 14alpha-methyl steroid', '3 O2', '3 reduced [NADPH--hemoprotein reductase]', 'a Delta(14) steroid', 'formate', '4 H(+)', '4 H2O', '3 oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:15740', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:138029', 'CHEBI:138031']"
F1RE08,prostaglandin H2 = prostaglandin I2,RHEA:23580,,['prostaglandin H2'],['prostaglandin I2'],"['prostaglandin H2', 'prostaglandin I2']","['CHEBI:57403', 'CHEBI:57405']"
F1RE08,a hydroperoxyeicosatetraenoate = an oxoeicosatetraenoate + H2O,RHEA:55556,,['a hydroperoxyeicosatetraenoate'],['an oxoeicosatetraenoate'],"['a hydroperoxyeicosatetraenoate', 'an oxoeicosatetraenoate', 'H2O']","['CHEBI:15377', 'CHEBI:59720', 'CHEBI:131859']"
F1RE08,"(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate = 15-oxo-(5Z,8Z,11Z,13E)-eicosatetraenoate + H2O",RHEA:48636,,"['(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate']","['15-oxo-(5Z,8Z,11Z,13E)-eicosatetraenoate']","['(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate', '15-oxo-(5Z,8Z,11Z,13E)-eicosatetraenoate', 'H2O']","['CHEBI:15377', 'CHEBI:57410', 'CHEBI:57446']"
F1RE08,"(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate + AH2 = (5Z,8Z,11Z,13E,15S)-hydroxyeicosatetraenoate + A + H2O",RHEA:48856,,"['(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate']","['(5Z,8Z,11Z,13E,15S)-hydroxyeicosatetraenoate']","['(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate', 'AH2', '(5Z,8Z,11Z,13E,15S)-hydroxyeicosatetraenoate', 'A', 'H2O']","['CHEBI:13193', 'CHEBI:15377', 'CHEBI:17499', 'CHEBI:57409', 'CHEBI:57446']"
F5BHA2,(-)-tabersonine + O2 + reduced [NADPH--hemoprotein reductase] = (-)-(R)-19-hydroxytabersonine + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:61044,reduced [NADPH--hemoprotein reductase],['(-)-tabersonine'],['(-)-(R)-19-hydroxytabersonine'],"['(-)-tabersonine', 'O2', 'reduced [NADPH--hemoprotein reductase]', '(-)-(R)-19-hydroxytabersonine', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:57893', 'CHEBI:58210', 'CHEBI:144372']"
F5BHA2,lochnericine + O2 + reduced [NADPH--hemoprotein reductase] = H(+) + H2O + horhammericine + oxidized [NADPH--hemoprotein reductase],RHEA:61048,reduced [NADPH--hemoprotein reductase],['lochnericine'],['horhammericine'],"['lochnericine', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'H(+)', 'H2O', 'horhammericine', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:144374', 'CHEBI:144375']"
